id_cliente,idade,anos_experiencia,estado_civil,grau_instrucao,historico_credito,area_cultivo_hectares,tipo_propriedade,valor_propriedade,regiao,clima_regiao,renda_anual,renda_mensal,dividas_totais,percentual_renda_comprometida,produtividade_toneladas_por_hectare,tipo_cultura,preco_medio_produto,possui_financiamento_ativo,valor_emprestimo,taxa_juros,prazo_pagamento_meses,percentual_garantia,valor_colateral,dias_atraso,quantidade_parcelas_atrasadas,valor_total_atrasado,tempo_desde_ultimo_atraso
11,35,40,Solteiro,Fundamental,Ruim,41.682184174559204,Própria,3966857.2478585835,Sul,Temperado,1001467.7250528535,83455.64375440446,423930.53502966627,0.17825773150384863,6.1105686449654915,Trigo,384.2355522324709,True,488572.6664002029,0.05495755959299259,8,0.5308934794795157,259380.0428437884,91,2,<function <lambda> at 0x000002BD7034CB80>,37
12,48,14,Viúvo,Superior,Bom,190.85711959091768,Comunitária,3026851.1499083885,Centro-Oeste,Temperado,678813.624888034,56567.80207400283,66473.13020917156,0.03256271123362415,1.3777345306546032,Milho,270.96490511565787,True,398290.47000757366,0.02728378732235878,29,0.49864398214704836,198605.14601579605,265,5,<function <lambda> at 0x000002BD7034CB80>,14
13,60,32,Solteiro,Fundamental,Regular,402.8881998707561,Comunitária,1729140.47703933,Sudeste,Árido,160936.86790981074,13411.405659150894,1584.6444663401016,0.35797831941428465,2.5908118068111468,Trigo,636.0414940977753,False,206496.0300964438,0.0731254986872787,6,0.6516672467007117,134566.69938757684,330,0,<function <lambda> at 0x000002BD7034CB80>,29
14,64,38,Solteiro,Médio,Bom,219.56875521403902,Comunitária,2745747.4711182094,Sudeste,Árido,197249.98965774776,16437.499138145646,523292.462888995,0.05211774479170967,8.784945757265811,Soja,533.5520743599013,True,75670.62934576652,0.026836891261288208,11,0.2509624819874611,18990.488954166773,177,6,<function <lambda> at 0x000002BD7034CB80>,45
15,48,33,Solteiro,Médio,Bom,498.6052651819605,Comunitária,253287.45531250685,Centro-Oeste,Árido,878880.9833261643,73240.08194384702,344075.4933703557,0.4210281804396571,6.066098437211109,Soja,992.0178867534859,True,392665.84556939197,0.09156402103056932,24,0.9006558736412209,353656.8001903695,150,2,<function <lambda> at 0x000002BD7034CB80>,25
16,27,23,Solteiro,Médio,Ruim,281.73434604856806,Comunitária,3736884.12387307,Sudeste,Tropical,724470.3930855662,60372.53275713052,997131.894158366,0.03158526757629667,9.553091288625145,Algodão,984.0551873210585,True,61026.883540658,0.05994817362149811,91,0.8602521144242745,52498.505602574995,316,4,<function <lambda> at 0x000002BD7034CB80>,50
17,46,15,Divorciado,Fundamental,Ruim,163.97526555479698,Própria,2257479.9482059036,Norte,Tropical,1041946.9132555056,86828.9094379588,772410.9996272842,0.035585336880658076,1.6518008157461632,Milho,653.2733378345291,False,94666.87674853524,0.08936831219830563,48,0.47710777362975176,45166.30280197576,46,6,<function <lambda> at 0x000002BD7034CB80>,44
18,26,33,Solteiro,Médio,Bom,113.9551063228528,Própria,149114.9871743287,Centro-Oeste,Árido,623579.5751274086,51964.96459395072,761275.4563504125,0.1831955394199598,3.6573456707737653,Milho,470.726980800596,False,105760.25887211371,0.03745860537137427,13,0.6534552987085049,69109.60155276587,2,6,<function <lambda> at 0x000002BD7034CB80>,13
19,48,25,Divorciado,Fundamental,Regular,178.5076644716501,Comunitária,359409.3604765335,Sudeste,Temperado,1382061.981081542,115171.83175679517,955242.7682873437,0.5379429149815664,2.7418903591561534,Algodão,516.583920677929,False,278445.3191365472,0.14124189554611674,74,0.9457821585475708,263348.61497043085,102,8,<function <lambda> at 0x000002BD7034CB80>,2
20,68,17,Viúvo,Superior,Bom,189.40397051097764,Arrendada,1967958.9959176953,Sul,Temperado,1730630.547578831,144219.2122982359,887724.3978933208,0.3848359492339899,5.984562630058626,Soja,698.3551129250188,True,393528.32699518313,0.13628776166149154,57,0.41730943792967734,164223.08494776615,272,0,<function <lambda> at 0x000002BD7034CB80>,35
21,54,33,Casado,Fundamental,Bom,39.013270473360684,Arrendada,2937936.5191412535,Sul,Temperado,611749.113797998,50979.09281649984,318187.4794563887,0.46207877515735163,4.445135479719184,Soja,146.4958170236123,True,157157.4393623461,0.044699546196296985,78,0.7939642141558827,124777.38284207591,21,2,<function <lambda> at 0x000002BD7034CB80>,25
22,62,2,Solteiro,Superior,Regular,187.93922871625273,Comunitária,2347809.547313027,Norte,Árido,402108.3357192766,33509.02797660638,165987.22160387636,0.08493126568626364,2.415461806687539,Soja,361.93447012018225,False,42334.9071376447,0.06464775682822128,52,0.26618544585680415,11268.936131740356,115,8,<function <lambda> at 0x000002BD7034CB80>,13
23,26,14,Casado,Fundamental,Ruim,234.79806727091633,Própria,3115061.3705961667,Centro-Oeste,Temperado,250037.53702309646,20836.46141859137,745892.2650654822,0.5004752599483475,6.784767225635922,Trigo,121.50862895342367,True,232269.2317622096,0.09975406034075736,90,0.6186977179767769,143704.44364749818,346,7,<function <lambda> at 0x000002BD7034CB80>,30
24,45,40,Casado,Superior,Bom,362.75518735820833,Arrendada,2427456.581017211,Sudeste,Árido,1240183.0003302086,103348.58336085071,378273.893682873,0.00488774891654109,5.826685292174679,Café,119.69272154107358,False,374055.12057996774,0.03243920694976782,33,0.9071753035578383,339333.56755949603,103,1,<function <lambda> at 0x000002BD7034CB80>,13
25,57,40,Viúvo,Médio,Ruim,330.0810949371959,Arrendada,3325434.0351326666,Sudeste,Tropical,898834.8624583274,74902.90520486062,473172.65163095645,0.12783441043980368,3.4726262616667087,Soja,236.04727979952204,False,110831.92154369414,0.0660938167450996,51,0.6413674273192589,71083.98438532905,258,7,<function <lambda> at 0x000002BD7034CB80>,57
26,36,39,Casado,Superior,Ruim,355.83899933843134,Arrendada,1134674.0201204643,Sul,Temperado,392271.1200486521,32689.260004054344,630397.7312748269,0.3696553926899961,5.3179422200414,Café,510.99059186356556,True,109962.27401968712,0.05264459728647079,9,0.6930022614696811,76204.10457199193,307,7,<function <lambda> at 0x000002BD7034CB80>,39
27,46,6,Divorciado,Médio,Regular,9.140022529044263,Comunitária,608573.776558926,Norte,Tropical,1313210.7319178737,109434.2276598228,907872.6769352406,0.2251478451564302,7.711644835370706,Café,795.5356051046499,True,473613.5136733554,0.13901717473317057,93,0.9261114346476353,438618.89061653864,297,1,<function <lambda> at 0x000002BD7034CB80>,9
28,68,6,Casado,Médio,Regular,112.74536279236534,Arrendada,3002348.075397017,Sul,Temperado,313996.70235046314,26166.391862538596,419087.75367096596,0.590516035031138,2.847445070955927,Milho,511.22109660757894,True,477076.86355958896,0.13082638271759667,13,0.7722885120398424,368440.98108706984,129,7,<function <lambda> at 0x000002BD7034CB80>,8
29,49,3,Casado,Superior,Ruim,332.53372275792896,Arrendada,2449213.108834722,Sul,Árido,1117515.397578946,93126.28313157884,783316.8902193614,0.01820354809099094,3.6361517203155618,Algodão,368.70278003282624,True,495232.8660307882,0.0953782563646923,66,0.7566957441794124,374740.60210327053,294,2,<function <lambda> at 0x000002BD7034CB80>,45
30,51,7,Casado,Fundamental,Bom,244.57473724897483,Arrendada,182994.88752242972,Norte,Árido,1063753.7956180242,88646.14963483535,268339.7912746575,0.5991589007619259,4.114998883847036,Trigo,128.23534081992022,False,403829.80078739004,0.08764502379330465,22,0.6691072176743187,270205.4344188249,301,6,<function <lambda> at 0x000002BD7034CB80>,39
31,66,8,Solteiro,Fundamental,Ruim,7.6301704558312435,Arrendada,1933385.3331905275,Centro-Oeste,Árido,1473771.046348445,122814.2538623704,697971.7909236136,0.37417669971678963,7.720537934809284,Café,572.780747023973,False,94092.08458397278,0.14099435329090163,39,0.7063908913539347,66465.79149862236,47,8,<function <lambda> at 0x000002BD7034CB80>,42
32,52,42,Solteiro,Fundamental,Bom,403.2248480037521,Própria,575321.6481804276,Sudeste,Árido,129117.08708252017,10759.757256876681,1579.421077911869,0.3352241967576579,8.622303395958163,Trigo,307.7051571590179,False,105990.76039963069,0.141215611787246,25,0.842964339213294,89346.43130298925,26,3,<function <lambda> at 0x000002BD7034CB80>,41
33,40,15,Divorciado,Fundamental,Bom,387.540738778717,Comunitária,2680216.3171758414,Centro-Oeste,Temperado,1777988.405065634,148165.70042213617,871507.2134906348,0.035707465538384615,4.387496467974498,Milho,634.1874690212901,False,170112.62076119598,0.14601291629571586,85,0.9833864666377956,167286.44906084784,14,10,<function <lambda> at 0x000002BD7034CB80>,17
34,39,29,Divorciado,Fundamental,Regular,276.4674856818135,Comunitária,2009099.5143191323,Nordeste,Tropical,1411923.6177707026,117660.30148089188,30379.5799544625,0.1639973259995344,3.669587756505264,Soja,978.3283521757974,False,159066.26566674543,0.0362992549340644,79,0.8362602832065504,133020.80037508093,262,5,<function <lambda> at 0x000002BD7034CB80>,35
35,68,33,Solteiro,Médio,Bom,37.8993462592547,Própria,3085101.9599599387,Nordeste,Árido,447929.4767305492,37327.45639421243,712753.7547625842,0.5547976129749574,9.005020825165095,Café,155.74860540367266,False,478263.8745390045,0.040872515399212134,39,0.7660294653015971,366364.22008618375,364,8,<function <lambda> at 0x000002BD7034CB80>,35
36,27,30,Divorciado,Fundamental,Bom,384.4249495186294,Própria,4037730.9829126797,Nordeste,Temperado,383142.59024728456,31928.549187273715,46258.189261283886,0.21254760191354655,9.994284389734108,Algodão,251.51912878584292,True,394536.9914408468,0.10797577082838526,48,0.3084359068892119,121689.37475639883,297,10,<function <lambda> at 0x000002BD7034CB80>,11
37,61,39,Solteiro,Médio,Ruim,293.93822592702514,Comunitária,1533359.9850153795,Norte,Tropical,874687.2240046911,72890.60200039092,266245.69939400343,0.3969919202803506,7.033182756956192,Milho,499.439811194406,False,362004.39608077693,0.09038648195927984,15,0.8536643099533545,309030.2329803773,264,10,<function <lambda> at 0x000002BD7034CB80>,49
38,31,27,Viúvo,Médio,Regular,392.0701886931898,Arrendada,4812405.415616886,Sul,Árido,1638779.352498302,136564.94604152517,497202.4035565531,0.5996978102512329,9.909825534902627,Trigo,970.183124578633,True,92981.6120290659,0.022400567636120677,99,0.7887954939189625,73343.47658584839,360,4,<function <lambda> at 0x000002BD7034CB80>,39
39,45,36,Casado,Médio,Bom,377.114761235941,Arrendada,2701390.7779084933,Centro-Oeste,Tropical,1689040.986415432,140753.41553461933,419938.6853482382,0.1578418283001247,6.93969650021719,Soja,783.2192874564957,True,454762.7796811648,0.028056754678637517,35,0.816345756320987,371243.66532545484,133,11,<function <lambda> at 0x000002BD7034CB80>,2
40,33,29,Casado,Superior,Bom,402.48602561912935,Comunitária,3110539.4538362003,Sudeste,Árido,1050503.0624359786,87541.92186966487,191836.11460101057,0.3456485274086963,7.601142448070425,Trigo,903.3177335046886,False,413935.1897530869,0.13545044969364467,30,0.38487718259464954,159314.20960894972,75,0,<function <lambda> at 0x000002BD7034CB80>,17
41,63,38,Divorciado,Superior,Regular,261.4139928702893,Arrendada,3419328.247467398,Nordeste,Tropical,1724405.50811974,143700.45900997834,333814.9117092374,0.4178626756213279,4.497904013891623,Algodão,367.02910605200327,False,81820.92066396185,0.1329532034201202,62,0.9227549572327423,75500.66014801772,29,2,<function <lambda> at 0x000002BD7034CB80>,6
42,42,33,Solteiro,Médio,Ruim,74.46063650578992,Própria,3350321.0727950693,Centro-Oeste,Tropical,30778.54419954733,2564.8786832956107,727706.370060967,0.0987763479392491,4.896707922991482,Café,992.4365500896648,True,435585.16598048626,0.06644521985948587,115,0.2778250946774898,121016.4899786387,339,10,<function <lambda> at 0x000002BD7034CB80>,30
43,28,37,Solteiro,Superior,Regular,337.2229493229459,Arrendada,2579305.1780730574,Nordeste,Árido,89645.77043256129,7470.480869380107,669257.0925796482,0.08920353821770925,2.2972209759045565,Algodão,147.69117526094954,True,136123.76818523565,0.1358365802009695,68,0.40288964455355725,54842.85657944041,125,8,<function <lambda> at 0x000002BD7034CB80>,0
44,49,27,Divorciado,Fundamental,Regular,312.13452360072546,Arrendada,2172383.2410176834,Nordeste,Temperado,1825406.7554007506,152117.22961672922,71814.5837639157,0.27378474699490396,8.40475013288611,Trigo,100.32426074379579,False,40434.87291605302,0.09717775967172725,112,0.7304187506595214,29534.38935841997,83,2,<function <lambda> at 0x000002BD7034CB80>,30
45,38,33,Solteiro,Fundamental,Bom,372.41532766354817,Arrendada,316220.72267802065,Sudeste,Tropical,1555157.2211741137,129596.43509784281,747315.8255728864,0.2314875130555736,9.379531277984801,Trigo,862.8224957013267,False,328411.15325710503,0.12476773411245726,110,0.7389715710648121,242686.5058776097,53,10,<function <lambda> at 0x000002BD7034CB80>,53
46,33,4,Viúvo,Médio,Bom,89.09109799511397,Comunitária,159324.93424083974,Norte,Árido,912397.9953357637,76033.1662779803,53045.88119702836,0.4285292621143883,6.610943203247008,Algodão,930.9016266966369,True,326902.3296921653,0.07556603925082786,76,0.4506596530406599,147321.69047725463,282,10,<function <lambda> at 0x000002BD7034CB80>,12
47,50,22,Casado,Fundamental,Ruim,101.51272395064316,Própria,1821907.912937185,Sul,Tropical,1512148.0603264146,126012.33836053456,542926.3890997844,0.04170526286915175,4.092825776008587,Algodão,136.05608966879666,False,47466.00478280905,0.03474178255483813,52,0.7612158216894518,36131.873833061436,339,9,<function <lambda> at 0x000002BD7034CB80>,28
48,26,2,Divorciado,Médio,Bom,445.7527110235676,Arrendada,1701621.4086367786,Norte,Tropical,1912166.134212375,159347.17785103124,260062.74804219065,0.5832999742444143,2.386146928369296,Algodão,157.75605540854943,False,159425.90446829118,0.07638451814398212,89,0.5103444301238977,81362.12236285703,262,1,<function <lambda> at 0x000002BD7034CB80>,2
49,44,10,Divorciado,Médio,Bom,376.23901023377505,Comunitária,1969091.0164530834,Centro-Oeste,Temperado,1548737.2572849444,129061.4381070787,587690.1275598189,0.008566189011499414,3.3864060673478344,Soja,81.51544986798513,False,496407.2311277693,0.07944897373959672,86,0.20014041268633864,99351.14809839443,359,3,<function <lambda> at 0x000002BD7034CB80>,28
50,52,5,Solteiro,Fundamental,Regular,454.5731019066598,Arrendada,734922.5943965405,Norte,Tropical,1687895.2409602774,140657.93674668978,261328.39594090186,0.3607900946016907,3.29869378766659,Trigo,149.2821845105879,False,339213.33350436843,0.09162274519927839,8,0.3300849058299068,111969.20124603822,221,4,<function <lambda> at 0x000002BD7034CB80>,34
51,31,10,Divorciado,Superior,Bom,380.56408397614075,Própria,3703932.939157376,Centro-Oeste,Tropical,1526001.0311523222,127166.75259602685,984957.969625831,0.337579557520433,6.5217509574721575,Milho,248.94882596026684,False,365037.58330166456,0.03372575267757564,116,0.9060946201745395,330758.5903911536,327,6,<function <lambda> at 0x000002BD7034CB80>,14
52,68,33,Viúvo,Fundamental,Ruim,300.59187646519945,Arrendada,4291973.853142383,Centro-Oeste,Árido,353057.96301841235,29421.496918201028,309728.18372753187,0.08082943852183545,9.50533718827244,Soja,971.5727879645009,True,106458.64280215284,0.14888224219644947,51,0.3781552093835351,40257.89035953508,1,6,<function <lambda> at 0x000002BD7034CB80>,20
53,32,38,Solteiro,Fundamental,Regular,328.79570482879745,Própria,4696637.4451014735,Sul,Árido,1670476.7370985588,139206.39475821322,241960.635674496,0.09054958962811788,1.4344469826218331,Soja,684.4672111276964,False,39391.03550195716,0.05173778670489783,109,0.29032827108710074,11436.331233613828,305,8,<function <lambda> at 0x000002BD7034CB80>,18
54,59,13,Solteiro,Médio,Ruim,445.11832235030494,Arrendada,2487193.402422148,Sudeste,Temperado,406315.4636479359,33859.62197066133,278465.290915346,0.475606492676776,1.009200696350032,Soja,789.625374242615,False,138450.84487046883,0.04581181245982208,41,0.7457604847465558,103251.16918417103,145,7,<function <lambda> at 0x000002BD7034CB80>,27
55,38,31,Solteiro,Médio,Regular,291.50934348341053,Própria,3519285.2106708717,Sul,Tropical,1787370.429527411,148947.53579395093,896472.8572592954,0.5325374750476098,6.40163749882893,Milho,787.332433506946,True,124449.19259659598,0.08848437945127176,31,0.5525651539277889,68766.2872633271,17,1,<function <lambda> at 0x000002BD7034CB80>,3
56,41,36,Solteiro,Médio,Bom,318.0337055425518,Arrendada,4284978.061007569,Norte,Tropical,928126.7982005303,77343.8998500442,636218.8286693448,0.16981017953026173,3.556544158717437,Algodão,558.3200622902539,True,117272.05037402656,0.08983706332133552,15,0.8372727491181156,98188.69201137935,15,11,<function <lambda> at 0x000002BD7034CB80>,44
57,60,24,Viúvo,Médio,Regular,82.45597442178229,Própria,2120540.9999127556,Centro-Oeste,Tropical,1360413.9695758363,113367.83079798636,730684.0974207765,0.26277837837754103,8.924935081050613,Trigo,807.6145288273664,False,96377.16094351978,0.07717669591832176,39,0.8891559476526305,85694.32587080542,307,7,<function <lambda> at 0x000002BD7034CB80>,12
58,64,15,Solteiro,Superior,Regular,239.59100395747083,Arrendada,1581593.3346086997,Nordeste,Temperado,1004536.8788036741,83711.40656697284,918010.5100943504,0.21299702462301212,3.945252771152353,Café,616.0171557704712,False,287377.8453277022,0.1203459790222831,83,0.8767911019097852,251970.3376693358,158,7,<function <lambda> at 0x000002BD7034CB80>,14
59,28,29,Divorciado,Superior,Bom,359.616570419259,Arrendada,4686786.551474776,Nordeste,Tropical,206102.040244872,17175.170020406,911872.4848450075,0.04352820779199113,3.607638404760004,Café,348.81879272318974,True,164051.73792091088,0.08716507209471835,13,0.4504073753575146,73890.11269979631,339,4,<function <lambda> at 0x000002BD7034CB80>,50
60,26,8,Viúvo,Superior,Bom,139.11663566660087,Comunitária,2602598.927831512,Centro-Oeste,Árido,595630.1690889169,49635.847424076404,738945.8465787275,0.40392254760948565,3.4255955909646754,Trigo,583.0546033299806,False,410172.5075237652,0.09926040916884794,60,0.6044367503745314,247923.33754063767,351,2,<function <lambda> at 0x000002BD7034CB80>,47
61,30,5,Casado,Médio,Ruim,105.11581935964479,Comunitária,2511406.738624846,Sul,Temperado,1967789.070914072,163982.42257617266,197824.4288413229,0.495115760883414,2.303675445414197,Milho,556.8331568277878,False,91973.708923692,0.11408703010301213,96,0.7201133877175714,66231.49911398967,297,8,<function <lambda> at 0x000002BD7034CB80>,38
62,66,29,Casado,Médio,Ruim,160.3442700710857,Própria,933159.6779893041,Sudeste,Árido,1922215.2083062383,160184.60069218653,843373.3206750054,0.18292761443472424,6.233774268493995,Café,832.2804010713546,False,232313.53543427226,0.02325326320330266,15,0.45758646982729917,106303.53057246782,208,11,<function <lambda> at 0x000002BD7034CB80>,31
63,28,4,Divorciado,Médio,Bom,124.54281085645256,Arrendada,585367.3221381159,Sul,Árido,654564.0573579837,54547.00477983197,203776.03419106372,0.5941054761784309,2.51392242100789,Soja,982.6408565125761,True,6828.918213039991,0.09418374373085583,62,0.23287945228241452,1590.3147331341581,204,6,<function <lambda> at 0x000002BD7034CB80>,2
64,53,12,Divorciado,Superior,Bom,111.38175533301595,Própria,4218428.969293382,Centro-Oeste,Temperado,1992667.6724055472,166055.63936712893,742898.814098432,0.045510934369412955,4.821680438112618,Café,440.49043714988403,False,240841.16122759602,0.134945281259688,119,0.5965315058375353,143669.34057475848,112,0,<function <lambda> at 0x000002BD7034CB80>,29
65,42,2,Viúvo,Médio,Bom,215.30116721970305,Comunitária,3089959.2221282143,Centro-Oeste,Árido,1694191.3670838613,141182.6139236551,685603.0665448743,0.39707442828871253,5.1487484703008395,Trigo,775.2211445192917,False,27919.110438237192,0.022260536580306408,84,0.21025466677247495,5870.123261775488,177,7,<function <lambda> at 0x000002BD7034CB80>,57
66,50,27,Casado,Fundamental,Regular,454.38006437234935,Própria,1662831.690896271,Sudeste,Tropical,1229699.8088758644,102474.9840729887,758888.8501404466,0.26893680871565334,1.18442842190177,Soja,144.77485383622687,True,488861.7559363218,0.07267367349412494,106,0.9605164997807578,469559.7826886309,208,9,<function <lambda> at 0x000002BD7034CB80>,19
67,68,31,Casado,Fundamental,Regular,255.99452513566555,Própria,999094.2760818191,Norte,Temperado,99446.74811679879,8287.229009733232,532685.6807138157,0.2679611406639935,1.1512655183902825,Café,787.9898009758741,False,395296.06432520645,0.1404095685267579,91,0.8373469168584211,330999.94070897973,123,4,<function <lambda> at 0x000002BD7034CB80>,1
68,58,36,Casado,Médio,Regular,98.0205885035849,Comunitária,2799711.5368396756,Norte,Árido,1804864.7224859914,150405.3935404993,638726.1822492196,0.27458736962012414,5.681914198811463,Trigo,402.84606639357054,False,245055.7383182277,0.06591007229672992,50,0.35360782121887563,86653.62570389143,14,5,<function <lambda> at 0x000002BD7034CB80>,49
69,34,36,Casado,Fundamental,Bom,43.100976343532665,Arrendada,2940400.48184262,Sudeste,Tropical,1123709.972943353,93642.49774527941,953320.0804342553,0.15520906428085704,7.2643125900621905,Milho,87.42065474520233,False,43293.67908967513,0.07963474714603132,55,0.43005739911354274,18618.767027362057,345,8,<function <lambda> at 0x000002BD7034CB80>,24
70,60,26,Casado,Fundamental,Ruim,349.597291843273,Própria,1074618.326163038,Norte,Tropical,1739582.7793814838,144965.23161512366,101088.5941742149,0.42933769639933944,9.479282340523643,Trigo,395.0838696340684,False,296222.7203952071,0.14760038109576065,69,0.9862708384155507,292155.8308019162,297,9,<function <lambda> at 0x000002BD7034CB80>,10
71,38,43,Solteiro,Superior,Bom,194.48538839601198,Comunitária,4264458.452062796,Nordeste,Árido,1672169.6574133697,139347.47145111414,308847.27478162,0.4329459156510161,2.6120735574125957,Milho,630.1106133755625,True,379381.87535093876,0.045912101663574595,100,0.4988388433130435,189250.41587399555,44,7,<function <lambda> at 0x000002BD7034CB80>,0
72,55,27,Divorciado,Médio,Regular,411.8063185597528,Arrendada,467108.61247146287,Norte,Tropical,1669352.3060981506,139112.69217484587,611357.0130983824,0.1694382660634962,1.929329284924743,Soja,163.28765929739325,True,95358.62650237264,0.028483174586250774,7,0.826977885947114,78859.47535175257,93,10,<function <lambda> at 0x000002BD7034CB80>,47
73,39,5,Solteiro,Médio,Regular,331.45783047718123,Comunitária,1812660.7715737873,Norte,Temperado,1402384.244215512,116865.353684626,964054.1301314894,0.5011838765150701,1.4687911623443584,Trigo,927.8327678087419,False,284104.1703937454,0.13172493681196956,50,0.5574523747354034,158374.54445822508,106,2,<function <lambda> at 0x000002BD7034CB80>,48
74,32,20,Casado,Superior,Bom,399.1395180179774,Própria,3417902.8481244845,Norte,Árido,597001.9745785763,49750.16454821469,95574.44766260115,0.19010696619019798,4.924374246216552,Algodão,123.78879260919665,False,407105.44919143396,0.1329004943576079,100,0.8912767392804881,362843.6172986597,277,4,<function <lambda> at 0x000002BD7034CB80>,47
75,38,11,Viúvo,Fundamental,Bom,139.61328951213213,Arrendada,1406895.8009050435,Nordeste,Tropical,685597.3103341493,57133.10919451244,22549.221530086426,0.43505587439192533,6.608326306023612,Algodão,933.5063838415078,False,384123.88882315817,0.08137011850840171,67,0.7630028065292072,293087.60522698285,127,3,<function <lambda> at 0x000002BD7034CB80>,9
76,47,10,Viúvo,Fundamental,Regular,347.71766661822375,Arrendada,4146992.2141672955,Norte,Tropical,630769.040913719,52564.086742809915,55749.59847032801,0.07259986050723985,8.564980210761377,Algodão,721.7806420389021,False,401496.00893357646,0.08684693268204723,19,0.21832804791292748,87657.83987529905,37,0,<function <lambda> at 0x000002BD7034CB80>,16
77,64,40,Casado,Médio,Regular,135.7106824233908,Comunitária,3712345.7416719976,Nordeste,Árido,59691.0790744781,4974.256589539841,52405.686461198806,0.1012209856822474,7.143803940638183,Algodão,363.2265666434934,True,439661.7124348599,0.1286548280503187,79,0.4355119087513898,191477.9115874105,96,4,<function <lambda> at 0x000002BD7034CB80>,29
78,45,38,Casado,Fundamental,Regular,469.83889732789436,Comunitária,3955663.0805132645,Sudeste,Árido,1173486.4402453261,97790.5366871105,907815.8577774044,0.18947738670495068,2.875247101673716,Algodão,421.21283032363857,True,468841.0510797351,0.11601273475505337,99,0.6463938519147621,303055.97294319567,197,9,<function <lambda> at 0x000002BD7034CB80>,34
